seed,Reward,Value Error
0,-25000.0,485394.31792822015
1,-25000.0,486626.5861256116
2,-25000.0,498601.2572129946
3,-25000.0,509349.07635145204
4,-25000.0,438540.9315614408
5,-25000.0,242151.58828701795
6,-25000.0,496362.7350483887
7,-25000.0,216135.19814639282
8,-25000.0,485019.78632956865
9,-25000.0,439084.7009537701
