Training Step,Steps,Reward
0,0.0,848.4750190930787
10000,0.0,424.23750954653934
20000,3.0165819509283462,286.19686045372936
30000,9.479212994087161,16.18800113128535
40000,23.491734081394117,31.845143715067646
50000,34.65538377330026,44.27029364896473
60000,43.57693147180834,48.53364739665727
70000,43.32925176874309,48.223435830725634
80000,34.13791779974398,37.98573856879745
90000,20.976650687249762,23.350130393669655
100000,7.523297665551499,8.314687738362444
110000,2.8604921736388302,3.0814731589464057
120000,1.0600764353074492,1.0600764353074492
130000,1.0852547394306655,1.0852547394306653
140000,1.109226043813579,1.1092260438135788
150000,1.791613253877837,1.8951278524073683
160000,1.7886338992597743,1.8921484977893055
170000,1.7540990698671737,1.8576136683967048
180000,2.02518431485076,2.1611646747347018
190000,2.0640855455973184,2.2000659054812597
200000,1.9833144468397528,2.1192948067236945
