seed,Reward,Value Error
0,-25000.0,65177.92035369916
1,-25000.0,59102.55842936016
2,-25000.0,70961.62121343554
3,-25000.0,34779.42030270408
4,-25000.0,38051.52968309654
5,-25000.0,31722.61388427832
6,-25000.0,65479.12355362512
7,-25000.0,53128.370643967435
8,-25000.0,51199.97795897257
9,-25000.0,31004.082379689753
