seed,Reward,Value Error
0,-1.0,82575.46018301378
1,-1.0,203956.24910921635
2,-1.0,55052.239119002246
3,-1.0,59679.42909228846
4,-1.0,93768.69033270197
5,-1.0,39281.12262233604
6,-1.0,60019.65300393193
7,-1.0,81917.08436710972
8,-1.0,68337.86496293142
9,-1.0,71681.44068371749
