seed,Reward,Value Error
0,-25000.0,189047.7985997105
1,-25000.0,176699.78715001437
2,-25000.0,155226.35684893595
3,-25000.0,117156.38907598285
4,-25000.0,137347.24806658272
5,-25000.0,419281.4684427284
6,-25000.0,224351.19236197765
7,-25000.0,88307.4077167202
8,-25000.0,482027.01534440275
9,-25000.0,193197.18008709344
