Training Step,Steps,Reward
0,40.0500190386971,0.015
50000,26.40475383335357,0.20130822139197393
100000,13.431929310415537,0.22073740054644114
150000,8.16816992967213,0.1556438241627338
200000,8.078489957906736,0.11224972160321822
250000,14.945357974970022,0.1588238017426859
300000,8.16468156145725,0.15999999999999998
350000,10.612275910472738,0.10677078252031309
400000,9.715252184066042,0.11575836902790225
450000,7.84366782825484,0.15173990905493517
500000,10.792452223660757,0.08602325267042626
550000,7.336145104889898,0.12093386622447826
600000,5.083672393063895,0.09759610647971567
650000,6.068420305153557,0.13499999999999998
700000,7.490934521139536,0.105
750000,8.448196553111202,0.13499999999999998
800000,4.938494203702177,0.13999999999999999
850000,5.263363943335099,0.08366600265340755
900000,7.601585360962541,0.16007810593582122
950000,10.100425733601531,0.23774986855937483
1000000,6.45203262545998,0.12884098726725124
