seed,Reward,Value Error
0,-1.0,44164.658593190936
1,-1.0,40311.53048296501
2,-1.0,26495.94359937603
3,-1.0,61332.7770551005
4,-1.0,44992.75675151801
5,-1.0,40159.02178577477
6,-1.0,42190.524171696765
7,-1.0,45660.460394170834
8,-1.0,68495.05581157825
9,-1.0,29189.19882042474
