Training Step,Steps,Reward
0,8.874435193295401,173.39123202157776
50000,228.3039390812169,96.88523653986724
100000,176.18918383374162,59.61445467185943
150000,205.5756466607852,155.3934829238814
200000,178.96442977586358,57.3612029204629
250000,158.39423513815143,63.23070747977771
300000,96.20552543903078,85.19346279705539
350000,100.83024905751249,65.03267064046052
400000,90.12258873334699,190.2192250281261
450000,116.9467358458542,128.40832510780473
500000,164.80595931276272,73.0232251440533
550000,140.75279713028797,58.71041124233957
600000,77.65094671026233,93.50521232638467
650000,62.87771385793221,202.93700322257786
700000,132.21258071757015,110.94245376255121
750000,63.99513672928592,163.19334447995683
800000,74.36083377692857,89.53648659229712
850000,102.001144601421,92.50471731776939
900000,145.81532061138157,82.78105768599369
950000,155.18574266020704,53.97690237201735
1000000,111.49465009586784,91.15808506131667
