Training Step,Steps,Reward
0,37.815,0.025
50000,38.33749999999999,0.22000000000000003
100000,39.8,0.35500000000000004
150000,41.958333333333336,0.56
200000,47.64833333333333,0.6283333333333334
250000,48.77833333333333,0.6699999999999999
300000,50.065,0.6916666666666668
350000,45.53333333333333,0.7316666666666666
400000,45.36833333333333,0.7166666666666667
450000,43.53499999999999,0.7149999999999999
500000,45.053333333333335,0.695
550000,44.16833333333333,0.705
600000,46.06833333333333,0.7016666666666667
650000,45.044999999999995,0.7216666666666667
700000,44.23,0.735
750000,41.69333333333333,0.745
800000,41.54666666666667,0.7633333333333333
850000,42.83166666666667,0.755
900000,44.23666666666666,0.7566666666666665
950000,45.26333333333333,0.7516666666666666
1000000,45.30166666666667,0.735
