Training Step,Steps,Reward
0,200.0,-200.0
50000,200.0,-200.0
100000,200.0,-200.0
150000,199.905,-199.905
200000,190.79500000000002,-190.79500000000002
250000,190.84,-190.84
300000,183.64499999999998,-183.64499999999998
350000,185.035,-185.035
400000,185.28,-185.28
450000,181.495,-181.495
500000,180.66500000000002,-180.66500000000002
550000,179.695,-179.695
600000,179.12,-179.12
650000,178.53,-178.53
700000,172.72,-172.72
750000,177.73499999999999,-177.73499999999999
800000,178.65,-178.65
850000,182.65,-182.65
900000,179.66500000000002,-179.66500000000002
950000,174.665,-174.665
1000000,165.44,-165.44
