seed,Reward,Value Error
0,332.575,163.51406119512725
1,323.45,168.61676701012863
2,329.975,169.3577274557653
3,329.5,170.22379413253344
4,323.5,169.19692517576135
5,326.65,168.60693415374317
6,314.975,164.02320559690287
7,320.425,165.50442493202732
8,319.225,164.531931458381
9,325.025,163.79949148400627
