seed,Reward,Value Error
0,-25000.0,83517.65460476335
1,-25000.0,55831.058728524695
2,-25000.0,234922.55325694662
3,-25000.0,103684.3846998408
4,-25000.0,66889.36608422261
5,-25000.0,97852.27380075157
6,-25000.0,146733.5628641033
7,-25000.0,90279.05148082519
8,-25000.0,60170.117789163894
9,-25000.0,90132.92504805056
