seed,Reward,Value Error
0,-25000.0,14730.26065461298
1,-25000.0,20308.844966775458
2,-25000.0,11446.20195414301
3,-25000.0,23923.604608340676
4,-25000.0,8554.035402188012
5,-25000.0,12442.327245993685
6,-25000.0,8858.58366235003
7,-25000.0,21617.99726683753
8,-25000.0,26227.40875896705
9,-25000.0,18767.82794923532
