seed,Reward,Value Error
0,-25000.0,121693.55944460168
1,-25000.0,97697.00981906141
2,-25000.0,111614.06158046392
3,-25000.0,255491.66308826263
4,-25000.0,116601.02773794504
5,-25000.0,81268.87375086313
6,-25000.0,89029.96531890349
7,-25000.0,96222.78580503042
8,-25000.0,103244.43876796146
9,-25000.0,93897.13893293226
