seed,Reward,Value Error
0,-25000.0,144093.61609603037
1,-25000.0,138781.4931665374
2,-25000.0,136669.86743771928
3,-25000.0,133263.25599911847
4,-25000.0,412753.80009827163
5,-25000.0,569288.0518674584
6,-25000.0,375456.80311308964
7,-25000.0,148442.24356207502
8,-25000.0,315933.72834417905
9,-25000.0,338685.1645076715
