seed,Reward,Value Error
0,290.175,156.81259744000346
1,295.35,157.76312520089124
2,294.4,149.1585438959275
3,318.075,158.37381317920116
4,285.825,166.248450297433
5,302.525,168.5910759224251
6,313.3,156.0275195680275
7,300.375,156.36882579476514
8,294.075,148.58034024126755
9,283.325,155.19840882085592
