seed,Reward,Value Error
0,-25000.0,156111.901506712
1,-25000.0,65669.26892599667
2,-25000.0,152788.40479988852
3,-25000.0,92520.48258710561
4,-25000.0,94181.53630181766
5,-25000.0,95828.99049157671
6,-25000.0,91573.47754856829
7,-25000.0,96876.35075166638
8,-25000.0,97189.08312749563
9,-25000.0,76009.83467612993
