seed,Reward,Value Error
0,-25000.0,67144.02584578926
1,-25000.0,45144.62448195928
2,-25000.0,47872.31818175476
3,-25000.0,48949.67004032153
4,-25000.0,62855.2703073537
5,-25000.0,59531.40428896707
6,-25000.0,55697.96039215592
7,-25000.0,78972.85801049248
8,-25000.0,67807.4324178483
9,-25000.0,72160.58483260742
