seed,Reward,Value Error
0,-25000.0,22013.514032385654
1,-25000.0,24535.063831225067
2,-25000.0,27644.8081367184
3,-25000.0,14492.136098351893
4,-25000.0,20865.110915854762
5,-25000.0,13382.139480346606
6,-25000.0,19463.860777196267
7,-25000.0,17368.059662757216
8,-25000.0,17432.986426975647
9,-25000.0,18403.5807183609
