seed,Reward,Value Error
0,325.65,157.82545565294785
1,316.8,153.97794763617452
2,300.325,156.9001456623829
3,318.275,156.6745002881301
4,327.85,176.69292481168947
5,328.35,166.6739281905856
6,323.025,164.03661995393438
7,312.05,157.87895773487142
8,324.85,160.27887183502588
9,308.85,163.73214109138848
