Training Step,Steps,Reward
0,8.725703410040934,0.022912878474779203
50000,34.28024358139831,0.1746424919657298
100000,16.360379732756815,0.212367605815953
150000,8.322537173242305,0.1552417469626002
200000,8.91227384004778,0.09539392014169457
250000,6.985706836104706,0.08
300000,5.1442905244552435,0.12459935794377112
350000,4.858304745484788,0.10012492197250393
400000,4.6607000547128115,0.06999999999999999
450000,7.497873031733732,0.09486832980505139
500000,8.088586093996897,0.10547511554864493
550000,9.72922016402137,0.07500000000000001
600000,5.312675879441545,0.07088723439378913
650000,7.6541965613642295,0.09233092656309692
700000,10.930855410259525,0.12884098726725124
750000,5.922923686828998,0.08077747210701756
800000,2.4179743588384057,0.07088723439378913
850000,7.371234632000259,0.16650825805346714
900000,5.3821022844238104,0.037416573867739444
950000,4.412527620310156,0.10594810050208545
1000000,8.822200689170476,0.09233092656309695
