seed,Reward,Value Error
0,-25000.0,14564.695499959835
1,-25000.0,21463.696981140598
2,-25000.0,21766.628429539378
3,-25000.0,17846.423144214066
4,-25000.0,29527.418474537804
5,-25000.0,18231.635841703705
6,-25000.0,26163.346587328837
7,-25000.0,29132.946157572664
8,-25000.0,25609.365289295343
9,-25000.0,20665.193166076362
