seed,Reward,Value Error
0,315.275,154.67923175642383
1,312.1,157.17511236786498
2,317.15,160.81129811749352
3,319.475,157.50374431952417
4,311.375,159.1548107666704
5,312.675,157.3265415994349
6,302.375,163.456667715269
7,306.225,161.55062429670133
8,281.075,161.1113792166779
9,271.375,165.3416794318377
