seed,Reward,Value Error
0,326.75,168.1587394015922
1,319.675,158.95842588951345
2,321.95,199.35569618489825
3,307.05,161.59436878615233
4,321.45,160.65063777750476
5,318.575,158.5333988204482
6,320.45,157.40913470806555
7,319.7,158.77378764222377
8,330.725,166.4571962842747
9,318.15,164.18224331019445
