Training Step,Steps,Reward
0,72.53333333333333,-532.9774347856634
50000,270.8416666666667,-267.0178899144144
100000,247.11111111111111,-220.8769905286
150000,266.86111111111114,-143.86541772761646
200000,155.53888888888886,-237.3289959014987
250000,152.05555555555554,-248.41246794588278
300000,152.21666666666667,-237.5572698331479
350000,173.4722222222222,-278.42279918239086
400000,172.33888888888885,-359.29733968695547
450000,190.82777777777775,-536.5192184734689
500000,189.0333333333333,-495.7348526381291
550000,158.1833333333333,-480.4099915224486
600000,146.08888888888887,-378.1220975780989
650000,138.58888888888887,-522.9053786937385
700000,162.88888888888889,-620.9026718036575
750000,161.51666666666665,-701.9379400379877
800000,150.98888888888885,-613.3396168643401
850000,159.00555555555556,-536.594567092462
900000,140.2722222222222,-429.5796205877884
950000,138.43888888888887,-486.2049128277012
1000000,124.55,-533.3792627409591
