seed,Reward,Value Error
0,-25000.0,468034.4961996602
1,-25000.0,453744.74978439603
2,-25000.0,464150.92736417224
3,-25000.0,479072.75725414307
4,-25000.0,225319.17228453574
5,-25000.0,172453.33190796396
6,-25000.0,454659.4033346397
7,-25000.0,437287.4363036331
8,-25000.0,504658.90466683154
9,-25000.0,196503.75855757677
