seed,Reward,Value Error
0,-25000.0,637745.4439912532
1,-25000.0,434844.5884216901
2,-25000.0,597975.3052676065
3,-25000.0,650994.5205502227
4,-25000.0,389506.0405546891
5,-25000.0,409671.45674302056
6,-25000.0,528081.4981296945
7,-25000.0,513073.85914139857
8,-25000.0,658009.4848674781
9,-25000.0,484663.2502565912
