seed,Reward,Value Error
0,325.725,160.39427898253462
1,326.3,169.3640627153017
2,326.925,166.0091046690414
3,328.1,162.03847304339087
4,316.9,163.96088741145772
5,319.825,157.19040833043675
6,323.05,165.27953183222525
7,330.9,168.9503928067195
8,327.325,172.88422806774605
9,320.825,159.33865431205007
