seed,Reward,Value Error
0,-25000.0,50656.31805503518
1,-25000.0,57308.18160746939
2,-25000.0,51303.204116081535
3,-25000.0,37546.03388675092
4,-25000.0,42013.34372109213
5,-25000.0,57779.882576852804
6,-25000.0,43477.16079276915
7,-25000.0,54253.33539719567
8,-25000.0,49919.46097544238
9,-25000.0,44061.80967479356
