seed,Reward,Value Error
0,-25000.0,122399.43648930136
1,-25000.0,404918.09548606066
2,-25000.0,221728.46067595732
3,-25000.0,178391.14101415165
4,-25000.0,46127.46592873781
5,-25000.0,103292.67153988655
6,-25000.0,192092.19019340962
7,-25000.0,470983.1780163219
8,-25000.0,98218.38342450897
9,-25000.0,110124.79693295069
