seed,Reward,Value Error
0,326.075,166.04798948078823
1,323.95,163.9743831698448
2,323.925,166.73255796674349
3,322.625,167.94162970517647
4,294.7,162.94931732046243
5,328.075,177.50362366441112
6,322.325,164.8688470007881
7,316.65,173.7522937942005
8,323.85,162.6059560667636
9,313.15,167.42031523752956
