Training Step,Reward,Value Error
12500,-5.86288,4555248.685371399
25000,-3.81952,3547430.9050369263
37500,-3.77992,2826680.241127014
50000,-3.90664,2465869.1208724976
62500,-3.93832,2476069.1073684692
75000,-3.56608,2514888.6402816772
87500,-3.19384,2328434.0610313416
100000,-3.376,2164007.255979538
112500,-3.22552,2096224.28732872
125000,-2.9008,2005991.137310028
137500,-3.00376,1917941.1812458038
150000,-2.51272,1818303.3508987427
162500,-2.57608,1654132.2858695984
175000,-2.27512,1451904.7211694717
187500,-2.20384,1320055.210820198
200000,-2.17216,1201760.2009658813
212500,-2.02168,1089923.5678646564
225000,-1.6732,925932.0249273777
237500,-1.64152,784246.9103341103
250000,-1.48312,650552.6737141609
262500,-1.33264,551532.2968828678
275000,-1.32472,450347.2292456627
287500,-1.44352,433741.6652355194
300000,-1.32472,442332.9377245903
312500,-1.44352,438536.92349004745
325000,-1.30096,377320.5557756424
337500,-1.4752,436998.78025484085
350000,-1.37224,428180.6929872036
362500,-1.34848,425866.09763002396
375000,-1.33264,371401.75438165665
387500,-1.34056,350839.3770239353
400000,-1.33264,381018.1818370819
412500,-1.32472,396301.5731277466
425000,-1.37224,417268.08839964867
437500,-1.29304,411117.1479361057
450000,-1.37224,394893.127450943
462500,-1.45936,423846.95663642883
475000,-1.33264,482024.9382517338
487500,-1.25344,438659.1686770916
500000,-1.32472,376819.4646961689
