Training Step,Steps,Reward
0,37.5670600393483,0.02
50000,36.67879056541642,0.0661248608016091
100000,27.532959913625593,0.11526376221461483
150000,17.035249196821642,0.14601366941568758
200000,7.864773550776108,0.15735955834237414
250000,6.341310672622434,0.12476515967146616
300000,9.809704038166172,0.14068191913706007
350000,9.842424293823015,0.1726109125887021
400000,12.8315099793842,0.19420968986362733
450000,10.246776276292934,0.19098734445820367
500000,13.287685588564932,0.1623642193848467
550000,12.964667259360814,0.17701246683609953
600000,13.616218272605026,0.17566394170261582
650000,11.123572553345872,0.1665426062856552
700000,10.112896745594078,0.12666975348918144
750000,11.100052225034373,0.14970948812321552
800000,10.532976081099545,0.1933008589391129
850000,10.652297465389362,0.21759519344887845
900000,8.211179888095495,0.17446741357722714
950000,6.040400807168719,0.1333896526621989
1000000,6.223553108517383,0.1333896526621989
