seed,Reward,Value Error
0,-25000.0,116510.91885940047
1,-25000.0,56324.83547863814
2,-25000.0,73219.03848331417
3,-25000.0,91531.47147042614
4,-25000.0,65688.66866767053
5,-25000.0,109480.89124189294
6,-25000.0,108788.96643567733
7,-25000.0,66637.64557807523
8,-25000.0,97380.80382341232
9,-25000.0,69262.1487616419
