Training Step,Steps,Reward
0,29.339999999999993,0.02
50000,34.06249999999999,0.1625
100000,37.949999999999996,0.22333333333333336
150000,39.34166666666667,0.3633333333333333
200000,40.48666666666667,0.4216666666666667
250000,37.935,0.47666666666666674
300000,39.15666666666666,0.5333333333333333
350000,39.224999999999994,0.5700000000000002
400000,40.48833333333334,0.545
450000,41.078333333333326,0.5433333333333333
500000,39.285000000000004,0.5316666666666667
550000,39.336666666666666,0.58
600000,40.14666666666667,0.5933333333333333
650000,42.60166666666666,0.6083333333333334
700000,42.95166666666666,0.66
750000,43.405,0.6533333333333333
800000,42.32833333333334,0.6683333333333333
850000,41.718333333333334,0.6583333333333333
900000,42.669999999999995,0.6766666666666666
950000,43.45166666666666,0.6833333333333332
1000000,44.671666666666674,0.6866666666666665
