seed,Reward,Value Error
0,282.675,174.9249555399205
1,319.4,163.62556428506795
2,318.3,165.68236743863818
3,321.4,168.59871281941886
4,290.325,163.28506560304595
5,321.4,175.69974264318154
6,313.45,166.2250178555085
7,309.25,168.21610444880935
8,324.375,159.79457572056126
9,308.525,165.7137776271091
