seed,Reward,Value Error
0,-25000.0,476224.92543670145
1,-25000.0,262604.07223320834
2,-25000.0,189942.26840038874
3,-25000.0,87528.03920333793
4,-25000.0,318184.1983343935
5,-25000.0,351419.2192513987
6,-25000.0,142942.83580534422
7,-25000.0,488020.9179084225
8,-25000.0,385176.8090368904
9,-25000.0,501207.5964570798
