seed,Reward,Value Error
0,317.9,166.98104862242616
1,312.225,169.51024247608
2,322.25,204.25339794647007
3,316.2,162.59521152470552
4,315.4,159.1410523324921
5,303.15,170.00881878015934
6,290.925,166.18826253810622
7,310.575,162.56079901784543
8,312.3,158.8428982739002
9,314.775,162.6822123471924
