seed,Reward,Value Error
0,-25000.0,366940.3439006434
1,-25000.0,552794.64083653
2,-25000.0,280318.1117407763
3,-25000.0,121879.8028246982
4,-25000.0,326696.5106847356
5,-25000.0,91675.61831675349
6,-25000.0,203618.35842379538
7,-25000.0,131094.28938586
8,-25000.0,112874.46055454663
9,-25000.0,103848.41705685781
