seed,Reward,Value Error
0,325.025,157.97533379421023
1,320.575,160.76821878048662
2,326.825,166.40034210512457
3,322.25,159.82005164359197
4,324.175,166.8342590544246
5,321.8,163.92006157751212
6,323.15,165.34607792945945
7,324.75,168.01473000045434
8,327.75,174.19733810140525
9,325.4,168.0920572329494
