seed,Reward,Value Error
0,317.9,155.78671136351053
1,299.05,153.35847182012836
2,303.975,155.97437901423078
3,311.575,156.01131633010567
4,318.425,164.3287696470827
5,275.3,157.38760917036603
6,302.225,154.4352130736359
7,321.475,159.91247162074703
8,251.0,179.01474033208856
9,292.275,167.3007526896085
