seed,Reward,Value Error
0,-25000.0,87709.3240432819
1,-25000.0,66191.43385116759
2,-25000.0,96875.9706319359
3,-25000.0,136774.42908736452
4,-25000.0,85491.69722064497
5,-25000.0,78301.13153641109
6,-25000.0,72833.09177689019
7,-25000.0,79137.826543871
8,-25000.0,76098.23240229145
9,-25000.0,64662.34505161835
