seed,Reward,Value Error
0,-25000.0,14326.701449618215
1,-25000.0,16238.369797020618
2,-25000.0,58560.09904948756
3,-25000.0,16714.820985878498
4,-25000.0,45594.65004112788
5,-25000.0,14316.10499284761
6,-25000.0,22903.915636184676
7,-25000.0,19041.075648860016
8,-25000.0,29259.11894510731
9,-25000.0,27770.194330569626
