Training Step,Steps,Reward
0,200.0,-200.0
50000,200.0,-200.0
100000,167.32,-167.32
150000,138.6,-138.6
200000,115.995,-115.995
250000,102.13000000000002,-102.13000000000002
300000,100.3,-100.3
350000,100.05499999999999,-100.05499999999999
400000,102.72999999999999,-102.72999999999999
450000,101.62,-101.62
500000,101.45,-101.45
550000,100.39499999999998,-100.39499999999998
600000,103.93000000000002,-103.93000000000002
650000,101.69500000000002,-101.69500000000002
700000,102.005,-102.005
750000,101.425,-101.425
800000,100.57499999999999,-100.57499999999999
850000,101.93499999999997,-101.93499999999997
900000,100.305,-100.305
950000,101.03,-101.03
1000000,102.21000000000001,-102.21000000000001
