Training Step,Reward,Value Error
25000,10.985900054160332,32.71218286128826
50000,14.245235442901567,27.945465001799608
75000,13.726349475417551,27.802881097006395
100000,16.399821037399697,24.58952054300895
125000,17.76558135101057,24.50678330857915
150000,22.578486347477057,22.948469087692306
175000,29.677001767179604,25.147551326604717
200000,37.43543973832217,27.262064709276817
225000,44.53900943180781,27.704584021883317
250000,48.39940294719755,23.387789770082993
275000,56.678821564034756,22.61854808895816
300000,52.23111150066435,20.95355340252962
325000,45.50106479000582,19.815520033093932
350000,34.61320946255908,15.299861628656165
375000,39.67946491203032,13.817342227721314
400000,43.13217791262454,14.884931517386937
425000,38.91270664179402,15.30437628389221
450000,33.069546467384605,15.44907983548751
475000,34.39006865168465,14.846683929168746
500000,43.415747062713564,16.35718521937056
525000,40.18425367009596,17.284028581760793
550000,35.937304613119466,18.21540899981327
575000,27.58931290471931,15.934701757748892
600000,30.501359574881054,14.375924342725783
625000,32.78338179634793,13.140912065593824
650000,32.73937655119571,13.289803535223873
675000,31.318638124483755,12.172063950349632
700000,29.697341287453863,9.634267535007348
725000,29.15044690014308,7.462757371505877
750000,28.898598647652545,6.348435798085187
775000,25.696815566063023,6.512118720450633
800000,25.34928996320649,6.406117043485992
825000,24.87038139173397,7.023859134413487
850000,27.810026137711475,6.884578920478191
875000,26.5745418554997,6.495766686160031
900000,22.08908371836783,6.411062879435801
925000,18.090719253896605,5.923446441733016
950000,18.235175324276156,5.3637507549366985
975000,18.267410943124492,4.4310227756055385
1000000,15.768150172339624,4.513868968589326
