Training Step,Steps,Reward
0,30.85672698132451,297.27993249737233
50000,103.71328151180558,182.57023880660185
100000,127.87731345119646,151.4779411135168
150000,185.73431699054746,74.87233934617973
200000,167.3607541040395,70.6789867283866
250000,165.5466737665574,54.6468870860567
300000,128.1279146779135,58.96231464803143
350000,119.6481730616859,63.3628974300885
400000,87.95292768690474,58.199136647702375
450000,104.10214261605286,46.64575137927674
500000,125.00696935118135,47.52620337635699
550000,169.6530493602454,63.30506485756638
600000,149.04624718438671,61.19335034562655
650000,122.75035114181908,50.13675957326759
700000,66.603856713619,45.58473228405532
750000,77.24544084714968,52.124729101223146
800000,86.74221952267328,51.89302773273954
850000,99.95089760513332,52.02929229448392
900000,104.08060642195993,42.968496480041644
950000,93.72209897652696,46.14773922166095
1000000,90.54533143802463,34.23995978531102
