Training Step,Steps,Reward
0,18.875000000000004,0.02
50000,40.120000000000005,0.29000000000000004
100000,33.545,0.42000000000000004
150000,40.725,0.465
200000,41.075,0.535
250000,35.235,0.495
300000,31.5,0.5349999999999999
350000,34.25,0.46499999999999997
400000,41.75,0.45
450000,38.08,0.63
500000,40.39999999999999,0.465
550000,43.345000000000006,0.45
600000,35.34,0.45
650000,45.085,0.4600000000000001
700000,39.19499999999999,0.475
750000,45.38,0.37
800000,41.38,0.505
850000,41.2,0.52
900000,39.915,0.5
950000,39.004999999999995,0.535
1000000,39.095000000000006,0.51
