seed,Reward,Value Error
0,-25000.0,61875.41016832471
1,-25000.0,33161.76242429178
2,-25000.0,42756.49030173101
3,-25000.0,46533.681920598276
4,-25000.0,37856.308009903034
5,-25000.0,27419.947064383276
6,-25000.0,51508.196721552406
7,-25000.0,41550.2005457504
8,-25000.0,44529.18093701082
9,-25000.0,48945.63919599208
