seed,Reward,Value Error
0,-25000.0,471707.37714034517
1,-25000.0,472611.25202831335
2,-25000.0,473983.7690471841
3,-25000.0,454309.8861609109
4,-25000.0,216467.69824853408
5,-25000.0,242672.19355500862
6,-25000.0,480259.4851746602
7,-25000.0,473978.2060870873
8,-25000.0,472990.68578270904
9,-25000.0,472673.7122515591
