Training Step,Steps,Reward
0,41.34774963646752,0.02
50000,32.038689213990516,0.11954451150103322
100000,24.091648888321497,0.12552209795024719
150000,13.063468716955278,0.16669776493160496
200000,8.25573018145194,0.1397356738012003
250000,8.389576121854121,0.11951373601120396
300000,7.512618893272614,0.1111119342505103
350000,5.889623285887328,0.1050443510468928
400000,4.3324538886176365,0.11503079272743515
450000,5.084961603671091,0.11090629434079953
500000,5.22974268980373,0.11118311425278142
550000,5.709627586346881,0.10846465828487041
600000,5.902253651507034,0.1551547221184589
650000,6.261751317523871,0.14276656975761284
700000,6.268712943283095,0.1726110572928421
750000,5.703863282550382,0.13210462528518754
800000,5.457386166735426,0.1605877394850109
850000,7.098863688893548,0.144538113744255
900000,6.736657724637059,0.15180091121205186
950000,7.53338818336825,0.13209579612775932
1000000,5.579187883786214,0.11130275395485938
