seed,Reward,Value Error
0,290.9,156.04841239110974
1,296.775,154.9612158482574
2,304.525,152.85321709541094
3,314.425,152.11145069542653
4,283.7,174.32998621724838
5,304.925,169.15411893378186
6,315.6,156.41781026192766
7,318.95,150.89999970503703
8,298.25,155.62772431447374
9,265.2,158.11925810803368
