seed,Reward,Value Error
0,-25000.0,476269.57050832023
1,-25000.0,99461.29879571225
2,-25000.0,89425.7934889361
3,-25000.0,217169.27809571652
4,-25000.0,461796.5383830749
5,-25000.0,183773.3358161429
6,-25000.0,128287.21767750627
7,-25000.0,149693.09073666367
8,-25000.0,109924.36836184328
9,-25000.0,475398.27192090714
