seed,Reward,Value Error
0,-25000.0,52448.31747167728
1,-25000.0,56164.990920360004
2,-25000.0,79780.39011329596
3,-25000.0,50846.86086896407
4,-25000.0,49046.5634743136
5,-25000.0,45049.242010039234
6,-25000.0,64863.872462445564
7,-25000.0,51333.76120503772
8,-25000.0,59385.38963313694
9,-25000.0,57210.460503490736
