seed,Reward,Value Error
0,-25000.0,475196.57496645843
1,-25000.0,152798.7057118838
2,-25000.0,161021.75339355177
3,-25000.0,136811.1367736973
4,-25000.0,107468.6877922678
5,-25000.0,128076.75698614508
6,-25000.0,109973.07037280861
7,-25000.0,148699.1478160952
8,-25000.0,192105.27864702832
9,-25000.0,480467.90994775033
