Training Step,Steps,Reward
0,22.757018148254836,301.64593379151955
50000,138.89012462644706,153.2617862289665
100000,25.099237413714377,33.25757228375667
150000,64.71357445505541,11.606200079340693
200000,65.09600002112265,35.586372574454614
250000,48.51023571113627,7.801965130683898
300000,29.22452950861656,8.640303894268548
350000,131.67056903499736,31.55558721673891
400000,26.592879686111466,9.517909991095832
450000,35.81223603742163,5.842042496078617
500000,98.82791230214265,20.117818778757268
550000,40.77880883498192,13.960659254836134
600000,110.35163682519621,30.026085374344703
650000,127.99332257973458,18.058299613204028
700000,16.57936876814072,34.31013953078411
750000,32.172435795258025,5.68107171805179
800000,30.430391880486845,12.852592298279797
850000,61.51391483843311,15.636003106664417
900000,65.16658461205405,22.723274882636062
950000,47.6871051752987,9.047562083957782
1000000,55.40724653644141,19.424880693339
