Training Step,Steps,Reward
0,0.0,0.0
50000,0.0,0.0
100000,0.0,0.0
150000,4.83637260764718,4.83637260764718
200000,28.35182048828611,28.35182048828611
250000,20.233907185711804,20.233907185711804
300000,25.790538962960817,25.790538962960817
350000,12.694451543883257,12.694451543883257
400000,12.11094133418208,12.11094133418208
450000,10.527588755265851,10.527588755265851
500000,20.281361517412975,20.281361517412975
550000,21.452598910155388,21.452598910155388
600000,23.558304798945105,23.558304798945105
650000,11.84377895774824,11.84377895774824
700000,14.716410058162964,14.716410058162964
750000,25.167477028895846,25.167477028895846
800000,23.782985514859146,23.782985514859146
850000,23.743291684178924,23.743291684178924
900000,27.83132407917381,27.83132407917381
950000,31.240725023597005,31.240725023597005
1000000,27.958166964234255,27.958166964234255
