seed,Reward,Value Error
0,330.125,166.95665000976996
1,316.375,157.0098349772255
2,330.85,173.72669042433998
3,323.3,169.58672211197762
4,319.65,170.3380468359514
5,327.5,166.54647517523435
6,317.75,160.55125910410823
7,322.575,164.8523937108094
8,327.275,167.95244203145091
9,325.025,160.36349273884008
