Training Step,Steps,Reward
0,0.0,0.0
25000,0.0,0.0
50000,0.0,0.0
75000,15.915869439022174,15.915869439022174
100000,28.157329862755095,28.157329862755095
125000,32.521625497505504,32.521625497505504
150000,26.40751266211947,26.40751266211947
175000,17.037829233796188,17.037829233796188
200000,27.62258541483762,27.62258541483762
225000,16.298604234718997,16.298604234718997
250000,28.473728681014013,28.473728681014013
275000,15.438902972685595,15.438902972685595
300000,18.044400793597998,18.044400793597998
325000,13.654439754160551,13.654439754160551
350000,20.060214978907876,20.060214978907876
375000,18.194230541575532,18.194230541575532
400000,26.910634050501297,26.910634050501297
425000,28.95787500836344,28.95787500836344
450000,17.020209311286393,17.020209311286393
475000,8.788926271166462,8.788926271166462
500000,8.931165937323078,8.931165937323078
