seed,Reward,Value Error
0,-25000.0,467202.64792171156
1,-25000.0,289192.2796589109
2,-25000.0,470874.9872380213
3,-25000.0,470127.5295000497
4,-25000.0,191348.03815045158
5,-25000.0,273600.737907722
6,-25000.0,474275.9969914593
7,-25000.0,303648.78217030026
8,-25000.0,470245.25018887885
9,-25000.0,197984.49057891595
