seed,Reward,Value Error
0,-25000.0,64316.69473912688
1,-25000.0,73113.28083281973
2,-25000.0,102513.4921092242
3,-25000.0,74011.66210332568
4,-25000.0,71401.21718520696
5,-25000.0,80317.92557050008
6,-25000.0,77326.96214980229
7,-25000.0,74402.99042872025
8,-25000.0,58527.776352916706
9,-25000.0,70371.46404614033
