Training Step,Steps,Reward
0,3.6261396675926436,40.540840066721074
50000,12.407886438574769,38.1770050085823
100000,26.670449796910464,61.64581580755388
150000,68.13095741806745,70.2722872933209
200000,155.56172453508296,98.46780294471337
250000,220.27732107940255,100.7268476006278
300000,253.5658788749197,118.71541196783168
350000,241.14183510865726,107.79073675816282
400000,169.8633961859222,77.1484990149218
450000,161.74643113009282,70.09552153358622
500000,135.5789917398283,80.38804620301072
550000,177.00136486397363,92.07994207012047
600000,180.74025735003963,90.22191464539998
650000,153.0347096634481,67.8736018944138
700000,129.4367660891505,78.87633419808193
750000,109.31995028127578,93.37853064040195
800000,140.5198899366376,111.1357529228481
850000,194.64190984717138,123.3790391764797
900000,213.40237928103332,103.62482705091008
950000,198.1184974189814,103.060194196442
1000000,145.85929691238167,77.9631863325812
