Training Step,Steps,Reward
0,17.528876176184255,148.48301968446825
50000,191.34153521909457,92.05428078963723
100000,159.3048719437042,51.365946358323306
150000,187.2357138074892,51.025493161851806
200000,103.88549333280369,63.2817607425766
250000,87.90096700264452,16.7186402148197
300000,60.66722776755173,54.81067591518974
350000,56.54469382709575,79.1563422172648
400000,67.14809379275037,29.43820146769008
450000,34.07967466100579,48.74229136482964
500000,81.49089212912078,23.754115520769812
550000,65.71620043794375,18.10230925786767
600000,26.615843026287934,15.664275151130102
650000,65.17557364534662,16.267625302824836
700000,62.152192238086016,43.43725905798259
750000,32.95443407191208,28.22698411913384
800000,97.41956284545728,15.153386961676116
850000,32.162338612109664,15.393800535487031
900000,47.24033340271849,24.1210323215531
950000,78.06593767450693,23.550247044041075
1000000,37.69381116310739,27.3379743232781
