Training Step,Steps,Reward
0,1.3725483193275516,47.57420824347024
50000,22.19336601328266,34.121294934943165
100000,45.67210964284649,64.4188300198852
150000,64.68071003040515,125.92538285101364
200000,66.35986753875761,202.67770149022724
250000,44.138127673436486,193.09657011583909
300000,67.03697384586987,235.22942304036005
350000,81.1169628390392,173.34662697433205
400000,115.37717900166206,159.76786910048546
450000,94.39905462076779,63.41249227705631
500000,72.4941008280112,77.26143540222725
550000,81.58251270160059,131.94674937486073
600000,76.48944168615017,122.11258919118035
650000,82.84705304159677,91.87675412460008
700000,65.85507073629742,67.94511332681653
750000,67.23578985579756,97.66984398786917
800000,92.36847973044,128.20747372599612
850000,109.66990793236312,173.01308582425543
900000,110.5740449286319,218.9659543259205
950000,135.9435520001215,207.97023238659725
1000000,105.74809260831053,240.65397536264967
