seed,Reward,Value Error
0,-25000.0,519795.99442616664
1,-25000.0,495842.77951955935
2,-25000.0,521260.0214299511
3,-25000.0,422405.305003033
4,-25000.0,207760.53213628498
5,-25000.0,247242.69522341053
6,-25000.0,504746.84940154897
7,-25000.0,452148.49585942307
8,-25000.0,500276.3250721762
9,-25000.0,505223.8752204081
